target_index,source,d_H,d_L,N,L_c,nominal_valid,robust_valid,yield_rate,nominal_mse,nominal_peak_shift,nominal_missing_peaks,nominal_false_peaks,robustness_mse_mean,robustness_peak_shift_mean,robustness_missing_peak_mean,robustness_false_peak_mean
68828,json_best_candidate_68828,270.2171325683594,712.4351806640625,2,3280.919189453125,False,False,0.0,0.0009663329334157233,2.001953125,1,0,0.0011304138210419235,5.472119140625,1.0,0.25
16293,json_best_candidate_16293,298.7652587890625,969.2460327148438,6,3378.035400390625,True,True,0.9,0.00029029516601211604,5.50543212890625,0,0,0.0013906455634881641,10.627264404296875,0.0,0.05
41175,json_best_candidate_41175,224.168701171875,633.8117065429688,3,1040.732421875,True,False,0.45,0.00022142450849941343,18.01806640625,0,0,0.00022090757825726174,21.055504108297413,0.03333333333333333,0.03333333333333333
19847,json_best_candidate_19847,337.8096618652344,811.5010986328125,4,1654.9522705078125,True,False,0.21666666666666667,0.0011181510205288795,8.675374348958334,0,0,0.0024030851449388753,17.73997938368056,0.18333333333333332,0.5
94414,json_best_candidate_94414,262.9775695800781,732.038818359375,6,2814.236083984375,True,False,0.48333333333333334,2.535839508111531e-05,4.00390625,0,0,6.58905724227448e-05,9.067856732536764,0.43333333333333335,0.0
16958,json_best_candidate_16958,183.15078735351562,582.2947998046875,3,1407.5673828125,False,False,0.0,0.009166034555462473,nan,1,1,0.00921569730619726,,1.0,1.0
33209,json_best_candidate_33209,252.24766540527344,983.8169555664062,6,1492.640625,True,True,0.8333333333333334,0.000870378083089091,7.340738932291667,0,0,0.0013943813310221505,10.649554443359374,0.13333333333333333,0.0
35559,json_best_candidate_35559,301.83441162109375,829.5404052734375,4,3071.618408203125,True,False,0.3333333333333333,0.0009561008922118023,16.01611328125,0,0,0.0014731098973696122,17.81790771484375,0.0,0.3333333333333333
65253,json_best_candidate_65253,293.56988525390625,926.18310546875,7,1757.2137451171875,True,True,0.9,0.00022137661485560509,2.66943359375,0,0,0.0011470971795062603,8.386169433593748,0.0,0.05
45364,json_best_candidate_45364,326.0138244628906,853.77685546875,10,3524.769775390625,True,False,0.31666666666666665,9.481102434877614e-05,3.145961216517857,0,0,0.0007540038790610115,7.599657001798115,0.6833333333333333,0.4
3961,json_best_candidate_3961,323.0788269042969,956.0897216796875,4,1655.8404541015625,False,False,0.0,0.0052778320518870265,20.02001953125,1,1,0.006617371249809603,19.986639404296874,1.0,1.4666666666666666
66405,json_best_candidate_66405,321.5184631347656,998.451171875,9,2082.01904296875,True,True,0.8,0.0020152013522121595,9.3426513671875,0,0,0.0030130859066592576,11.491473795572915,0.1,0.05
11728,json_best_candidate_11728,222.5817413330078,651.4979248046875,3,1519.6231689453125,True,True,0.7,3.602155706208347e-06,2.001953125,0,0,8.262400938816231e-05,14.71474609375,0.0,0.0
65981,json_best_candidate_65981,278.8609619140625,957.488525390625,10,1968.8060302734375,True,False,0.3333333333333333,0.00011633566127295763,1.60166015625,0,0,0.0004830398879366996,7.5058697509765615,0.6666666666666666,0.0
