target_index,source,d_H,d_L,N,L_c,nominal_valid,robust_valid,yield_rate,nominal_mse,nominal_peak_shift,nominal_missing_peaks,nominal_false_peaks,robustness_mse_mean,robustness_peak_shift_mean,robustness_missing_peak_mean,robustness_false_peak_mean
65981,csv_mse_65981,289.5545349121094,881.72216796875,10,1709.9169921875,True,False,0.3333333333333333,0.0002044428183663211,1.201220703125,0,0,0.007231853308731283,7.807799479166666,0.0,0.8333333333333334
66405,csv_mse_66405,308.31683349609375,975.7275390625,9,2062.25244140625,True,False,0.13333333333333333,0.005672243254480495,5.338704427083333,0,0,0.009599767703259451,8.9077978515625,0.03333333333333333,0.9666666666666667
68054,csv_mse_68054,273.5466613769531,714.5427856445312,9,2633.68603515625,True,False,0.21666666666666667,0.004715534893376334,6.0059814453125,0,0,0.005539263612903661,8.875528971354166,0.03333333333333333,0.9166666666666666
68828,csv_mse_68828,226.63897705078125,752.5369873046875,2,3056.200439453125,False,False,0.0,0.01990021603883031,nan,2,2,0.019891772705649166,,2.0,2.0
70807,csv_mse_70807,301.1002197265625,791.2825317382812,2,1682.9776611328125,True,True,0.7,0.001094838090860138,0.0,0,0,0.0035185932034829974,7.640966796875,0.0,0.26666666666666666
71791,csv_mse_71791,200.87696838378906,524.2890014648438,9,3337.6240234375,False,False,0.0,0.022347965152885226,7.0068359375,0,2,0.02662941963063544,18.45179443359375,0.016666666666666666,2.283333333333333
71950,csv_mse_71950,287.5830993652344,669.05517578125,10,3713.4619140625,False,False,0.016666666666666666,0.005317609809856828,3.5035400390625,1,0,0.0087479287100739,10.19352498372396,1.9833333333333334,0.0
86219,csv_mse_86219,203.4689483642578,569.8102416992188,9,3266.44140625,True,False,0.3333333333333333,0.005776322566895809,14.014404296875,0,0,0.0075537251388795666,18.969051106770834,0.31666666666666665,0.65
86349,csv_mse_86349,204.99147033691406,599.2831420898438,6,3652.37255859375,True,True,0.7666666666666667,0.005022593446346743,6.005859375,0,0,0.006473620073123484,12.545882161458334,0.0,0.0
86669,csv_mse_86669,299.7948303222656,712.3646850585938,5,1143.46044921875,False,False,0.0,0.023620127735434683,24.02392578125,2,2,0.024124142255221716,24.924910481770834,1.95,2.35
92705,csv_mse_92705,281.4757995605469,655.0237426757812,5,1358.0670166015625,True,False,0.2,0.0027327096005360205,19.0189208984375,0,0,0.004621985577676651,20.687320963541666,0.3333333333333333,0.31666666666666665
94414,csv_mse_94414,252.37191772460938,719.364501953125,7,3578.42578125,True,True,0.5166666666666667,0.0026336809499427046,6.005859375,0,0,0.003584645471302299,8.85095000685307,0.05,0.3333333333333333
